sample_id,model_name,task_type,description,actions,expected_result
350,process_4.bpmn,conformance,conformance_small_false,"application_confirmation(end,1), application_confirmation(start,1), acquire(1, main_process), start_event(1)",False
351,process_4.bpmn,conformance,conformance_large_true,"application_confirmation(end,1), application_confirmation(start,1), report_application(end,1), report_application(start,1), write_application(end,1), write_application(start,1), acquire(1, main_process), start_event(1)",True
352,process_4.bpmn,conformance,conformance_large_false,"abbplication_rating(end,1), abbplication_rating(start,1), write_application(end,1), write_application(start,1), application_confirmation(end,1), application_confirmation(start,1), acquire(1, main_process), start_event(1)",False
353,process_22.bpmn,legality,legality_small_true,start_event(1),True
354,process_22.bpmn,legality,legality_small_false,"start_event(1), present_offers(start,1), present_offers(end,1,accept), enter_topic_salary_expectations_experience_and_hobbies_(start,1), enter_topic_salary_expectations_experience_and_hobbies_(end,1)",False
355,process_22.bpmn,legality,legality_large_true,"start_event(1), enter_topic_salary_expectations_experience_and_hobbies_(start,1), enter_topic_salary_expectations_experience_and_hobbies_(end,1), present_offers(start,1), present_offers(end,1,accept), invalidate_other_offers(start,1), invalidate_other_offers(end,1), write_status_update_about_trainee(start,1), write_status_update_about_trainee(end,1), receive_status_update_about_internship(start,1), receive_status_update_about_internship(end,1)",True
356,process_22.bpmn,legality,legality_large_false,"start_event(1), present_offers(start,1), present_offers(end,1,accept), enter_topic_salary_expectations_experience_and_hobbies_(start,1), enter_topic_salary_expectations_experience_and_hobbies_(end,1)",False
357,process_22.bpmn,conformance,conformance_small_true,"present_offers(end,1,accept), present_offers(start,1), enter_topic_salary_expectations_experience_and_hobbies_(end,1), enter_topic_salary_expectations_experience_and_hobbies_(start,1), acquire(1, main_process), start_event(1)",True
358,process_22.bpmn,conformance,conformance_small_false,"enter_topic_salary_expectations_experience_and_hobbies_(end,1), enter_topic_salary_expectations_experience_and_hobbies_(start,1), present_offers(end,1,accept), present_offers(start,1), acquire(1, main_process), start_event(1)",False
359,process_22.bpmn,conformance,conformance_large_true,"present_offers(end,1,accept), present_offers(start,1), enter_topic_salary_expectations_experience_and_hobbies_(end,1), enter_topic_salary_expectations_experience_and_hobbies_(start,1), acquire(1, main_process), start_event(1)",True
360,process_22.bpmn,conformance,conformance_large_false,"receive_status_update_about_internship(end,1), receive_status_update_about_internship(start,1), write_status_update_about_trainee(end,1), write_status_update_about_trainee(start,1), invalidate_other_offers(end,1), invalidate_other_offers(start,1), enter_topic_salary_expectations_experience_and_hobbies_(end,1), enter_topic_salary_expectations_experience_and_hobbies_(start,1), present_offers(end,1,accept), present_offers(start,1), acquire(1, main_process), start_event(1)",False
361,process_5.bpmn,legality,legality_small_true,"seeking_for_a_job(1), beginning_of_a_quarter(1), report_applications_(start,1), report_applications_(end,1)",True
362,process_5.bpmn,legality,legality_small_false,"seeking_for_a_job(1), report_applications_(start,1), report_applications_(end,1), beginning_of_a_quarter(1)",False
363,process_5.bpmn,legality,legality_large_true,"seeking_for_a_job(1), beginning_of_a_quarter(1), report_applications_(start,1), report_applications_(end,1), receive_potential_job_offers(start,1), receive_potential_job_offers(end,1), apply_for_jobs(start,1), apply_for_jobs(end,1), receive_confirmation_for_application(start,1), receive_confirmation_for_application(end,1), receive_application_rating(start,1), receive_application_rating(end,1)",True
364,process_5.bpmn,legality,legality_large_false,"seeking_for_a_job(1), report_applications_(start,1), report_applications_(end,1), beginning_of_a_quarter(1), receive_potential_job_offers(start,1), receive_potential_job_offers(end,1), apply_for_jobs(start,1), apply_for_jobs(end,1), receive_confirmation_for_application(start,1), receive_confirmation_for_application(end,1), receive_application_rating(start,1), receive_application_rating(end,1)",False
365,process_5.bpmn,conformance,conformance_small_true,"report_applications_(end,1), report_applications_(start,1), beginning_of_a_quarter(1), acquire(1, main_process), seeking_for_a_job(1)",True
366,process_5.bpmn,conformance,conformance_small_false,"beginning_of_a_quarter(1), report_applications_(end,1), report_applications_(start,1), acquire(1, main_process), seeking_for_a_job(1)",False
367,process_5.bpmn,conformance,conformance_large_true,"apply_for_jobs(end,1), apply_for_jobs(start,1), receive_potential_job_offers(end,1), receive_potential_job_offers(start,1), report_applications_(end,1), report_applications_(start,1), beginning_of_a_quarter(1), acquire(1, main_process), seeking_for_a_job(1)",True
368,process_5.bpmn,conformance,conformance_large_false,"receive_confirmation_for_application(end,1), receive_confirmation_for_application(start,1), apply_for_jobs(end,1), apply_for_jobs(start,1), receive_potential_job_offers(end,1), receive_potential_job_offers(start,1), beginning_of_a_quarter(1), report_applications_(end,1), report_applications_(start,1), acquire(1, main_process), seeking_for_a_job(1)",False
369,process_29.bpmn,legality,legality_small_true,"use_online_character_generator_(1), check_if_battlenet_account_account_existing(start,1), check_if_battlenet_account_account_existing(end,1,yes), system_checks_if_battlenet_account_active_and_working(start,1), system_checks_if_battlenet_account_active_and_working(end,1), check_if_active_wow_subscription_existing(start,1), check_if_active_wow_subscription_existing(end,1,no)",True
370,process_29.bpmn,legality,legality_small_false,"use_online_character_generator_(1), enter_account_information_(start,1), enter_account_information_(end,1), check_if_battlenet_account_account_existing(start,1), check_if_battlenet_account_account_existing(end,1,no), generate_and_send_email_(start,1), generate_and_send_email_(end,1)",False
371,process_29.bpmn,legality,legality_large_true,"use_online_character_generator_(1), check_if_battlenet_account_account_existing(start,1), check_if_battlenet_account_account_existing(end,1,yes), system_checks_if_battlenet_account_active_and_working(start,1), system_checks_if_battlenet_account_active_and_working(end,1), check_if_active_wow_subscription_existing(start,1), check_if_active_wow_subscription_existing(end,1,yes), system_checks_if_wow_account_active_and_working(start,1), system_checks_if_wow_account_active_and_working(end,1), log_into_the_game_(start,1), log_into_the_game_(end,1), select_realm_of_character_(start,1), select_realm_of_character_(end,1)",True
372,process_29.bpmn,legality,legality_large_false,"use_online_character_generator_(1), system_checks_if_battlenet_account_active_and_working(start,1), system_checks_if_battlenet_account_active_and_working(end,1), check_if_battlenet_account_account_existing(start,1), check_if_battlenet_account_account_existing(end,1,yes), check_if_active_wow_subscription_existing(start,1), check_if_active_wow_subscription_existing(end,1,no), select_pament_method(start,1), select_pament_method(end,1), enter_credit_card_inforamtion(start,1), enter_credit_card_inforamtion(end,1), payment_is_suffiecient_and_confirmed_(start,1), payment_is_suffiecient_and_confirmed_(end,1), log_into_the_game_(start,1), log_into_the_game_(end,1)",False
373,process_29.bpmn,conformance,conformance_small_true,"generate_and_send_email_(end,1), generate_and_send_email_(start,1), enter_account_information_(end,1), enter_account_information_(start,1), check_if_battlenet_account_account_existing(end,1,no), check_if_battlenet_account_account_existing(start,1), acquire(1, main_process), use_online_character_generator_(1)",True
374,process_29.bpmn,conformance,conformance_small_false,"generate_and_send_email_(end,1), generate_and_send_email_(start,1), check_if_battlenet_account_account_existing(end,1,no), check_if_battlenet_account_account_existing(start,1), enter_account_information_(end,1), enter_account_information_(start,1), acquire(1, main_process), use_online_character_generator_(1)",False
375,process_29.bpmn,conformance,conformance_large_true,"log_into_the_game_(end,1), log_into_the_game_(start,1), payment_is_suffiecient_and_confirmed_(end,1), payment_is_suffiecient_and_confirmed_(start,1), enter_iban_and_bic_numbers(end,1), enter_iban_and_bic_numbers(start,1), select_pament_method(end,1), select_pament_method(start,1), check_if_active_wow_subscription_existing(end,1,no), check_if_active_wow_subscription_existing(start,1), system_checks_if_battlenet_account_active_and_working(end,1), system_checks_if_battlenet_account_active_and_working(start,1), check_if_battlenet_account_account_existing(end,1,yes), check_if_battlenet_account_account_existing(start,1), acquire(1, main_process), use_online_character_generator_(1)",True
376,process_29.bpmn,conformance,conformance_large_false,"payment_is_suffiecient_and_confirmed_(end,1), payment_is_suffiecient_and_confirmed_(start,1), enter_credit_card_inforamtion(end,1), enter_credit_card_inforamtion(start,1), select_pament_method(end,1), select_pament_method(start,1), check_if_active_wow_subscription_existing(end,1,no), check_if_active_wow_subscription_existing(start,1), open_email_and_click_battlenet_registration_link(end,1), open_email_and_click_battlenet_registration_link(start,1), generate_and_send_email_(end,1), generate_and_send_email_(start,1), check_if_battlenet_account_account_existing(end,1,no), check_if_battlenet_account_account_existing(start,1), enter_account_information_(end,1), enter_account_information_(start,1), acquire(1, main_process), use_online_character_generator_(1)",False
377,process_14.bpmn,legality,legality_small_true,"incident_happens(1), start_assesment_tool(start,1), start_assesment_tool(end,1), tool_starts(start,1), tool_starts(end,1)",True
378,process_14.bpmn,legality,legality_small_false,"incident_happens(1), tool_starts(start,1), tool_starts(end,1), start_assesment_tool(start,1), start_assesment_tool(end,1)",False
379,process_14.bpmn,legality,legality_large_true,"incident_happens(1), start_assesment_tool(start,1), start_assesment_tool(end,1), tool_starts(start,1), tool_starts(end,1), enter_incident_type(start,1), enter_incident_type(end,1), almost_accident(start,1), almost_accident(end,1)",True
380,process_14.bpmn,legality,legality_large_false,"incident_happens(1), tool_starts(start,1), tool_starts(end,1), start_assesment_tool(start,1), start_assesment_tool(end,1), enter_incident_type(start,1), enter_incident_type(end,1), severe_safety_risk__helth_risk(start,1), severe_safety_risk__helth_risk(end,1)",False
381,process_14.bpmn,conformance,conformance_small_true,"start_assesment_tool(end,1), start_assesment_tool(start,1), acquire(1, main_process), incident_happens(1)",True
382,process_14.bpmn,conformance,conformance_small_false,"start_assesment_tool(end,1), start_assesment_tool(start,1), tool_starts(end,1), tool_starts(start,1), acquire(1, main_process), incident_happens(1)",False
383,process_14.bpmn,conformance,conformance_large_true,"accident(end,1), accident(start,1), enter_incident_type(end,1), enter_incident_type(start,1), tool_starts(end,1), tool_starts(start,1), start_assesment_tool(end,1), start_assesment_tool(start,1), acquire(1, main_process), incident_happens(1)",True
384,process_14.bpmn,conformance,conformance_large_false,"almost_accident(end,1), almost_accident(start,1), enter_incident_type(end,1), enter_incident_type(start,1), start_assesment_tool(end,1), start_assesment_tool(start,1), tool_starts(end,1), tool_starts(start,1), acquire(1, main_process), incident_happens(1)",False
385,process_59.bpmn,legality,legality_small_true,"start_repair_process(1), entering_the_model_and_the_defect(start,1), entering_the_model_and_the_defect(end,1)",True
386,process_59.bpmn,legality,legality_small_false,"start_repair_process(1), receiving_list_of_requirements(1)",False
387,process_59.bpmn,legality,legality_large_true,"start_repair_process(1), entering_the_model_and_the_defect(start,1), entering_the_model_and_the_defect(end,1), receiving_list_of_requirements(1), contact_friends_(start,1), contact_friends_(end,1,has requirements), buy_borrow_requirements_from_friends(start,1), buy_borrow_requirements_from_friends(end,1)",True
388,process_59.bpmn,legality,legality_large_false,"start_repair_process(1), receiving_list_of_requirements(1), entering_the_model_and_the_defect(start,1), entering_the_model_and_the_defect(end,1), everything_available_(start,1), everything_available_(end,1)",False
389,process_59.bpmn,conformance,conformance_small_true,"entering_the_model_and_the_defect(end,1), entering_the_model_and_the_defect(start,1), acquire(1, main_process), start_repair_process(1)",True
390,process_59.bpmn,conformance,conformance_small_false,"receiving_list_of_requirements(1), acquire(1, main_process), start_repair_process(1)",False
391,process_59.bpmn,conformance,conformance_large_true,"nothing_available(end,1), nothing_available(start,1), contact_friends_(end,1,no), contact_friends_(start,1), receiving_list_of_requirements(1), entering_the_model_and_the_defect(end,1), entering_the_model_and_the_defect(start,1), acquire(1, main_process), start_repair_process(1)",True
392,process_59.bpmn,conformance,conformance_large_false,"nothing_available(end,1), nothing_available(start,1), contact_friends_(end,1,no), contact_friends_(start,1), entering_the_model_and_the_defect(end,1), entering_the_model_and_the_defect(start,1), receiving_list_of_requirements(1), acquire(1, main_process), start_repair_process(1)",False
393,process_49.bpmn,legality,legality_small_true,"parts_needed(1), start_webshop_crawler(start,1), start_webshop_crawler(end,1), startup__load_interface(start,1), startup__load_interface(end,1), enter_needed_part_into_list(start,1), enter_needed_part_into_list(end,1), search_for_part(start,1), search_for_part(end,1)",True
394,process_49.bpmn,legality,legality_small_false,"parts_needed(1), startup__load_interface(start,1), startup__load_interface(end,1), start_webshop_crawler(start,1), start_webshop_crawler(end,1), enter_needed_part_into_list(start,1), enter_needed_part_into_list(end,1), search_for_part(start,1), search_for_part(end,1)",False
395,process_49.bpmn,legality,legality_large_true,"parts_needed(1), start_webshop_crawler(start,1), start_webshop_crawler(end,1), startup__load_interface(start,1), startup__load_interface(end,1), enter_needed_part_into_list(start,1), enter_needed_part_into_list(end,1), search_for_part(start,1), search_for_part(end,1), search_for_part_in_webshop(start,1), search_for_part_in_webshop(end,1), check_delivery_time(start,1), check_delivery_time(end,1), check_availability(start,1), check_availability(end,1), check_quantity(start,1), check_quantity(end,1), save_result_to_list(start,1), save_result_to_list(end,1,no), select_offer_type_cheapest_fastest(start,1), select_offer_type_cheapest_fastest(end,1,no)",True
396,process_49.bpmn,legality,legality_large_false,"parts_needed(1), startup__load_interface(start,1), startup__load_interface(end,1), start_webshop_crawler(start,1), start_webshop_crawler(end,1), enter_needed_part_into_list(start,1), enter_needed_part_into_list(end,1), search_for_part(start,1), search_for_part(end,1), search_for_part_in_webshop(start,1), search_for_part_in_webshop(end,1), check_delivery_time(start,1), check_delivery_time(end,1), check_availability(start,1), check_availability(end,1), check_quantity(start,1), check_quantity(end,1), save_result_to_list(start,1), save_result_to_list(end,1,no), select_offer_type_cheapest_fastest(start,1), select_offer_type_cheapest_fastest(end,1,yes)",False
397,process_49.bpmn,conformance,conformance_small_true,"search_for_part(end,1), search_for_part(start,1), enter_needed_part_into_list(end,1), enter_needed_part_into_list(start,1), startup__load_interface(end,1), startup__load_interface(start,1), start_webshop_crawler(end,1), start_webshop_crawler(start,1), acquire(1, main_process), parts_needed(1)",True
398,process_49.bpmn,conformance,conformance_small_false,"search_for_part(end,1), search_for_part(start,1), enter_needed_part_into_list(end,1), enter_needed_part_into_list(start,1), start_webshop_crawler(end,1), start_webshop_crawler(start,1), startup__load_interface(end,1), startup__load_interface(start,1), acquire(1, main_process), parts_needed(1)",False
399,process_49.bpmn,conformance,conformance_large_true,"select_offer_type_cheapest_fastest(end,1,no), select_offer_type_cheapest_fastest(start,1), save_result_to_list(end,1,no), save_result_to_list(start,1), check_quantity(end,1), check_quantity(start,1), check_availability(end,1), check_availability(start,1), check_delivery_time(end,1), check_delivery_time(start,1), search_for_part_in_webshop(end,1), search_for_part_in_webshop(start,1), search_for_part(end,1), search_for_part(start,1), enter_needed_part_into_list(end,1), enter_needed_part_into_list(start,1), startup__load_interface(end,1), startup__load_interface(start,1), start_webshop_crawler(end,1), start_webshop_crawler(start,1), acquire(1, main_process), parts_needed(1)",True
400,process_49.bpmn,conformance,conformance_large_false,"select_offer_type_cheapest_fastest(end,1,yes), select_offer_type_cheapest_fastest(start,1), save_result_to_list(end,1,no), save_result_to_list(start,1), check_quantity(end,1), check_quantity(start,1), check_availability(end,1), check_availability(start,1), check_delivery_time(end,1), check_delivery_time(start,1), search_for_part_in_webshop(end,1), search_for_part_in_webshop(start,1), search_for_part(end,1), search_for_part(start,1), enter_needed_part_into_list(end,1), enter_needed_part_into_list(start,1), start_webshop_crawler(end,1), start_webshop_crawler(start,1), startup__load_interface(end,1), startup__load_interface(start,1), acquire(1, main_process), parts_needed(1)",False
401,process_88.bpmn,legality,legality_small_true,"process_started(1), select_a_starting_block_(start,1), select_a_starting_block_(end,1), start_vnr_app_(start,1), start_vnr_app_(end,1)",True
402,process_88.bpmn,legality,legality_small_false,"process_started(1), start_vnr_app_(start,1), start_vnr_app_(end,1), select_a_starting_block_(start,1), select_a_starting_block_(end,1)",False
403,process_88.bpmn,legality,legality_large_true,"process_started(1), select_a_starting_block_(start,1), select_a_starting_block_(end,1), start_vnr_app_(start,1), start_vnr_app_(end,1), measure_the_time(start,1), measure_the_time(end,1), run_5_km_(start,1), run_5_km_(end,1), check_the_time(start,1), check_the_time(end,1,yes), starting_number_received(start,1), starting_number_received(end,1)",True
404,process_88.bpmn,legality,legality_large_false,"process_started(1), start_vnr_app_(start,1), start_vnr_app_(end,1), select_a_starting_block_(start,1), select_a_starting_block_(end,1), measure_the_time(start,1), measure_the_time(end,1), run_5_km_(start,1), run_5_km_(end,1), check_the_time(start,1), check_the_time(end,1,yes), starting_number_received(start,1), starting_number_received(end,1)",False
405,process_88.bpmn,conformance,conformance_small_true,"start_vnr_app_(end,1), start_vnr_app_(start,1), select_a_starting_block_(end,1), select_a_starting_block_(start,1), acquire(1, main_process), process_started(1)",True
406,process_88.bpmn,conformance,conformance_small_false,"select_a_starting_block_(end,1), select_a_starting_block_(start,1), start_vnr_app_(end,1), start_vnr_app_(start,1), acquire(1, main_process), process_started(1)",False
407,process_88.bpmn,conformance,conformance_large_true,"starting_number_received(end,1), starting_number_received(start,1), check_the_time(end,1,yes), check_the_time(start,1), run_5_km_(end,1), run_5_km_(start,1), measure_the_time(end,1), measure_the_time(start,1), start_vnr_app_(end,1), start_vnr_app_(start,1), select_a_starting_block_(end,1), select_a_starting_block_(start,1), acquire(1, main_process), process_started(1)",True
408,process_88.bpmn,conformance,conformance_large_false,"starting_number_received(end,1), starting_number_received(start,1), check_the_time(end,1,yes), check_the_time(start,1), run_5_km_(end,1), run_5_km_(start,1), measure_the_time(end,1), measure_the_time(start,1), select_a_starting_block_(end,1), select_a_starting_block_(start,1), start_vnr_app_(end,1), start_vnr_app_(start,1), acquire(1, main_process), process_started(1)",False
409,process_74.bpmn,legality,legality_small_true,successful_service(1),True
410,process_74.bpmn,legality,legality_small_false,"successful_service(1), notify_policeman(start,1), notify_policeman(end,1,no), do_new_service(start,1), do_new_service(end,1,yes)",False
411,process_74.bpmn,legality,legality_large_true,"successful_service(1), do_new_service(start,1), do_new_service(end,1,yes), notify_policeman(start,1), notify_policeman(end,1,yes), go_to_car_service_facility(start,1), go_to_car_service_facility(end,1), enter_problems_of_the_car(start,1), enter_problems_of_the_car(end,1), repairs_the_car(start,1), repairs_the_car(end,1)",True
412,process_74.bpmn,legality,legality_large_false,successful_service(1),False
413,process_74.bpmn,conformance,conformance_small_true,"notify_policeman(end,1,no), notify_policeman(start,1), do_new_service(end,1,yes), do_new_service(start,1), acquire(1, main_process), successful_service(1)",True
414,process_74.bpmn,conformance,conformance_small_false,"do_new_service(end,1,yes), do_new_service(start,1), notify_policeman(end,1,yes), notify_policeman(start,1), acquire(1, main_process), successful_service(1)",False
415,process_74.bpmn,conformance,conformance_large_true,"acquire(1, main_process), successful_service(1)",True
416,process_74.bpmn,conformance,conformance_large_false,"enter_problems_of_the_car(end,1), enter_problems_of_the_car(start,1), go_to_car_service_facility(end,1), go_to_car_service_facility(start,1), get_fee(end,1), get_fee(start,1), n30_days(1), do_new_service(end,1,yes), do_new_service(start,1), notify_policeman(end,1,no), notify_policeman(start,1), acquire(1, main_process), successful_service(1)",False
417,process_36.bpmn,legality,legality_small_true,"start(1), prepare_some_sketches(start,1), prepare_some_sketches(end,1), send_sketches_to_the_artist(start,1), send_sketches_to_the_artist(end,1), tell_reuired_changes(start,1), tell_reuired_changes(end,1)",True
418,process_36.bpmn,legality,legality_small_false,"start(1), send_sketches_to_the_artist(start,1), send_sketches_to_the_artist(end,1), prepare_some_sketches(start,1), prepare_some_sketches(end,1)",False
419,process_36.bpmn,legality,legality_large_true,"start(1), prepare_some_sketches(start,1), prepare_some_sketches(end,1), send_sketches_to_the_artist(start,1), send_sketches_to_the_artist(end,1), tell_reuired_changes(start,1), tell_reuired_changes(end,1), receive_the_result_stl(start,1), receive_the_result_stl(end,1), check_the_result(start,1), check_the_result(end,1), choose_plastic_color(start,1), choose_plastic_color(end,1)",True
420,process_36.bpmn,legality,legality_large_false,"start(1), send_sketches_to_the_artist(start,1), send_sketches_to_the_artist(end,1), prepare_some_sketches(start,1), prepare_some_sketches(end,1), tell_reuired_changes(start,1), tell_reuired_changes(end,1), receive_the_result_stl(start,1), receive_the_result_stl(end,1), check_the_result(start,1), check_the_result(end,1), choose_plastic_color(start,1), choose_plastic_color(end,1), check_availability(start,1), check_availability(end,1,no)",False
421,process_36.bpmn,conformance,conformance_small_true,"send_sketches_to_the_artist(end,1), send_sketches_to_the_artist(start,1), prepare_some_sketches(end,1), prepare_some_sketches(start,1), acquire(1, main_process), start(1)",True
422,process_36.bpmn,conformance,conformance_small_false,"prepare_some_sketches(end,1), prepare_some_sketches(start,1), send_sketches_to_the_artist(end,1), send_sketches_to_the_artist(start,1), acquire(1, main_process), start(1)",False
423,process_36.bpmn,conformance,conformance_large_true,"check_availability(end,1,no), check_availability(start,1), choose_plastic_color(end,1), choose_plastic_color(start,1), check_the_result(end,1), check_the_result(start,1), receive_the_result_stl(end,1), receive_the_result_stl(start,1), tell_reuired_changes(end,1), tell_reuired_changes(start,1), send_sketches_to_the_artist(end,1), send_sketches_to_the_artist(start,1), prepare_some_sketches(end,1), prepare_some_sketches(start,1), acquire(1, main_process), start(1)",True
424,process_36.bpmn,conformance,conformance_large_false,"choose_plastic_color(end,1), choose_plastic_color(start,1), check_the_result(end,1), check_the_result(start,1), receive_the_result_stl(end,1), receive_the_result_stl(start,1), tell_reuired_changes(end,1), tell_reuired_changes(start,1), prepare_some_sketches(end,1), prepare_some_sketches(start,1), send_sketches_to_the_artist(end,1), send_sketches_to_the_artist(start,1), acquire(1, main_process), start(1)",False
425,process_43.bpmn,legality,legality_small_true,"order_received(1), define_requirements(start,1), define_requirements(end,1,no)",True
426,process_43.bpmn,legality,legality_small_false,"order_received(1), design_individual_parts(start,1), design_individual_parts(end,1)",False
427,process_43.bpmn,legality,legality_large_true,"order_received(1), define_requirements(start,1), define_requirements(end,1,yes), order_parts(start,1), order_parts(end,1), assemble_plane(start,1), assemble_plane(end,1), make_test_flight(start,1), make_test_flight(end,1)",True
428,process_43.bpmn,legality,legality_large_false,"order_received(1), order_parts(start,1), order_parts(end,1), define_requirements(start,1), define_requirements(end,1,yes), assemble_plane(start,1), assemble_plane(end,1)",False
429,process_43.bpmn,conformance,conformance_small_true,"define_requirements(end,1,no), define_requirements(start,1), acquire(1, main_process), order_received(1)",True
430,process_43.bpmn,conformance,conformance_small_false,"design_individual_parts(end,1), design_individual_parts(start,1), acquire(1, main_process), order_received(1)",False
431,process_43.bpmn,conformance,conformance_large_true,"make_test_flight(end,1), make_test_flight(start,1), assemble_plane(end,1), assemble_plane(start,1), order_parts(end,1), order_parts(start,1), define_requirements(end,1,yes), define_requirements(start,1), acquire(1, main_process), order_received(1)",True
432,process_43.bpmn,conformance,conformance_large_false,"assemble_plane(end,1), assemble_plane(start,1), define_requirements(end,1,yes), define_requirements(start,1), order_parts(end,1), order_parts(start,1), acquire(1, main_process), order_received(1)",False
433,process_79.bpmn,legality,legality_small_true,"storage_management(1), read_order(start,1), read_order(end,1), check_if_product_is_in_stock(start,1), check_if_product_is_in_stock(end,1,no)",True
434,process_79.bpmn,legality,legality_small_false,"storage_management(1), check_if_product_is_in_stock(start,1), check_if_product_is_in_stock(end,1,no)",False
435,process_79.bpmn,legality,legality_large_true,"storage_management(1), read_order(start,1), read_order(end,1), check_if_product_is_in_stock(start,1), check_if_product_is_in_stock(end,1,yes), withdraw_the_product_from_warehouse(start,1), withdraw_the_product_from_warehouse(end,1)",True
436,process_79.bpmn,legality,legality_large_false,"storage_management(1), check_if_product_is_in_stock(start,1), check_if_product_is_in_stock(end,1,no), read_order(start,1), read_order(end,1), reorder_from_wholesaler(start,1), reorder_from_wholesaler(end,1), waiting_until_arrives_handling_system(start,1), waiting_until_arrives_handling_system(end,1,yes), demand_delivery_delay_penalty_from_the_wholesaler(start,1), demand_delivery_delay_penalty_from_the_wholesaler(end,1)",False
437,process_79.bpmn,conformance,conformance_small_true,"read_order(end,1), read_order(start,1), acquire(1, main_process), storage_management(1)",True
438,process_79.bpmn,conformance,conformance_small_false,"check_if_product_is_in_stock(end,1,yes), check_if_product_is_in_stock(start,1), acquire(1, main_process), storage_management(1)",False
439,process_79.bpmn,conformance,conformance_large_true,"demand_delivery_delay_penalty_from_the_wholesaler(end,1), demand_delivery_delay_penalty_from_the_wholesaler(start,1), waiting_until_arrives_handling_system(end,1,yes), waiting_until_arrives_handling_system(start,1), reorder_from_wholesaler(end,1), reorder_from_wholesaler(start,1), check_if_product_is_in_stock(end,1,no), check_if_product_is_in_stock(start,1), read_order(end,1), read_order(start,1), acquire(1, main_process), storage_management(1)",True
440,process_79.bpmn,conformance,conformance_large_false,"waiting_until_arrives_handling_system(end,1,no), waiting_until_arrives_handling_system(start,1), reorder_from_wholesaler(end,1), reorder_from_wholesaler(start,1), read_order(end,1), read_order(start,1), check_if_product_is_in_stock(end,1,no), check_if_product_is_in_stock(start,1), acquire(1, main_process), storage_management(1)",False
441,process_9.bpmn,legality,legality_small_true,"start(1), choose_the_employment_type(start,1), choose_the_employment_type(end,1,no), select_a_parent_type(start,1), select_a_parent_type(end,1)",True
442,process_9.bpmn,legality,legality_small_false,start(1),False
443,process_9.bpmn,legality,legality_large_true,"start(1), choose_the_employment_type(start,1), choose_the_employment_type(end,1,no), select_a_parent_type(start,1), select_a_parent_type(end,1), take_protection_period(start,1), take_protection_period(end,1), send_all_the_neccesarry_info_to_employer(start,1), send_all_the_neccesarry_info_to_employer(end,1), the_employer_receives_info_and_checks_it(start,1), the_employer_receives_info_and_checks_it(end,1,yes), the_employer_sends_parents_information_to_the_social_security(start,1), the_employer_sends_parents_information_to_the_social_security(end,1), social_security_checks_the_parents_information(start,1), social_security_checks_the_parents_information(end,1)",True
444,process_9.bpmn,legality,legality_large_false,"start(1), select_a_parent_type(start,1), select_a_parent_type(end,1), choose_the_employment_type(start,1), choose_the_employment_type(end,1,no), take_protection_period(start,1), take_protection_period(end,1), send_all_the_neccesarry_info_to_employer(start,1), send_all_the_neccesarry_info_to_employer(end,1), the_employer_receives_info_and_checks_it(start,1), the_employer_receives_info_and_checks_it(end,1,yes), the_employer_sends_parents_information_to_the_social_security(start,1), the_employer_sends_parents_information_to_the_social_security(end,1), social_security_checks_the_parents_information(start,1), social_security_checks_the_parents_information(end,1), social_security_sends_back_parents_information_to_employee(start,1), social_security_sends_back_parents_information_to_employee(end,1,yes), the_employee_reject_parental_leave_request(start,1), the_employee_reject_parental_leave_request(end,1)",False
445,process_9.bpmn,conformance,conformance_small_true,"take_protection_period(end,1), take_protection_period(start,1), select_a_parent_type(end,1), select_a_parent_type(start,1), choose_the_employment_type(end,1,no), choose_the_employment_type(start,1), acquire(1, main_process), start(1)",True
446,process_9.bpmn,conformance,conformance_small_false,"the_employer_receives_info_and_checks_it(end,1,yes), the_employer_receives_info_and_checks_it(start,1), send_all_the_neccesarry_info_to_employer(end,1), send_all_the_neccesarry_info_to_employer(start,1), choose_the_employment_type(end,1,no), choose_the_employment_type(start,1), select_a_parent_type(end,1,father?), select_a_parent_type(start,1), acquire(1, main_process), start(1)",False
447,process_9.bpmn,conformance,conformance_large_true,"the_employee_reject_parental_leave_request(end,1), the_employee_reject_parental_leave_request(start,1), social_security_sends_back_parents_information_to_employee(end,1,yes), social_security_sends_back_parents_information_to_employee(start,1), social_security_checks_the_parents_information(end,1), social_security_checks_the_parents_information(start,1), the_employer_sends_parents_information_to_the_social_security(end,1), the_employer_sends_parents_information_to_the_social_security(start,1), the_employer_receives_info_and_checks_it(end,1,yes), the_employer_receives_info_and_checks_it(start,1), send_all_the_neccesarry_info_to_employer(end,1), send_all_the_neccesarry_info_to_employer(start,1), take_protection_period(end,1), take_protection_period(start,1), select_a_parent_type(end,1), select_a_parent_type(start,1), choose_the_employment_type(end,1,no), choose_the_employment_type(start,1), acquire(1, main_process), start(1)",True
