task_type,sample_id,actions,expected_result,model_name,description
legality,356,"start_event(1);check_if_car_is_still_registered(start,1);check_if_car_is_still_registered(end,1,yes);bring_documents_for_registration(start,1);bring_documents_for_registration(end,1);check_appointment_for_service(start,1);check_appointment_for_service(end,1);send_reminder_notification_to_user(start,1);send_reminder_notification_to_user(end,1);received_a_notificiation_(start,1);received_a_notificiation_(end,1,yes)",False,process_84.bpmn,legality_large_false
conformance,357,"start_event(1);acquire(1, main_process);bring_documents_for_registration(start,1);bring_documents_for_registration(end,1);check_if_car_is_still_registered(start,1);check_if_car_is_still_registered(end,1,yes)",True,process_84.bpmn,conformance_small_true
conformance,358,"start_event(1);acquire(1, main_process);check_if_car_is_still_registered(start,1);check_if_car_is_still_registered(end,1,yes);bring_documents_for_registration(start,1);bring_documents_for_registration(end,1)",False,process_84.bpmn,conformance_small_false
conformance,359,"start_event(1);acquire(1, main_process);bring_documents_for_registration(start,1);bring_documents_for_registration(end,1);check_if_car_is_still_registered(start,1);check_if_car_is_still_registered(end,1,yes);check_appointment_for_service(start,1);check_appointment_for_service(end,1);send_reminder_notification_to_user(start,1);send_reminder_notification_to_user(end,1);received_a_notificiation_(start,1);received_a_notificiation_(end,1,yes)",True,process_84.bpmn,conformance_large_true
conformance,360,"start_event(1);acquire(1, main_process);check_if_car_is_still_registered(start,1);check_if_car_is_still_registered(end,1,yes);bring_documents_for_registration(start,1);bring_documents_for_registration(end,1);check_appointment_for_service(start,1);check_appointment_for_service(end,1);send_reminder_notification_to_user(start,1);send_reminder_notification_to_user(end,1);received_a_notificiation_(start,1);received_a_notificiation_(end,1,yes)",False,process_84.bpmn,conformance_large_false
legality,361,"wish_to_participate(1);select_a_starting_block(start,1);select_a_starting_block(end,1)",True,process_100.bpmn,legality_small_true
legality,362,"wish_to_participate(1);run_for_5_km(start,1);run_for_5_km(end,1);select_a_starting_block(start,1);select_a_starting_block(end,1)",False,process_100.bpmn,legality_small_false
legality,363,"wish_to_participate(1);select_a_starting_block(start,1);select_a_starting_block(end,1);run_for_5_km(start,1);run_for_5_km(end,1);measure_time(start,1);measure_time(end,1,yes);receive_a_starting_number(start,1);receive_a_starting_number(end,1,no)",True,process_100.bpmn,legality_large_true
legality,364,"wish_to_participate(1);run_for_5_km(start,1);run_for_5_km(end,1);select_a_starting_block(start,1);select_a_starting_block(end,1);measure_time(start,1);measure_time(end,1,yes);receive_a_starting_number(start,1);receive_a_starting_number(end,1,yes);go_home(start,1);go_home(end,1)",False,process_100.bpmn,legality_large_false
conformance,365,"wish_to_participate(1);acquire(1, main_process);select_a_starting_block(start,1);select_a_starting_block(end,1)",True,process_100.bpmn,conformance_small_true
conformance,366,"wish_to_participate(1);acquire(1, main_process);run_for_5_km(start,1);run_for_5_km(end,1);select_a_starting_block(start,1);select_a_starting_block(end,1)",False,process_100.bpmn,conformance_small_false
conformance,367,"wish_to_participate(1);acquire(1, main_process);select_a_starting_block(start,1);select_a_starting_block(end,1);run_for_5_km(start,1);run_for_5_km(end,1);measure_time(start,1);measure_time(end,1,yes);receive_a_starting_number(start,1);receive_a_starting_number(end,1,no)",True,process_100.bpmn,conformance_large_true
conformance,368,"wish_to_participate(1);acquire(1, main_process);run_for_5_km(start,1);run_for_5_km(end,1);select_a_starting_block(start,1);select_a_starting_block(end,1);measure_time(start,1);measure_time(end,1,yes);receive_a_starting_number(start,1);receive_a_starting_number(end,1,yes);go_home(start,1);go_home(end,1)",False,process_100.bpmn,conformance_large_false
legality,369,"start_event(1);enter_necessary_data(start,1);enter_necessary_data(end,1,yes);enter_additional_data(start,1);enter_additional_data(end,1)",True,process_22.bpmn,legality_small_true
legality,370,"start_event(1);confirm_application(start,1);confirm_application(end,1);enter_necessary_data(start,1);enter_necessary_data(end,1,no)",False,process_22.bpmn,legality_small_false
legality,371,"start_event(1);enter_necessary_data(start,1);enter_necessary_data(end,1,yes);enter_additional_data(start,1);enter_additional_data(end,1);confirm_application(start,1);confirm_application(end,1);receive_offer(1);all_other_offers_are_set_invalid(start,1);all_other_offers_are_set_invalid(end,1);work_as_trainee(start,1);work_as_trainee(end,1)",True,process_22.bpmn,legality_large_true
legality,372,"start_event(1);confirm_application(start,1);confirm_application(end,1);enter_necessary_data(start,1);enter_necessary_data(end,1,no);receive_offer(1);all_other_offers_are_set_invalid(start,1);all_other_offers_are_set_invalid(end,1);work_as_trainee(start,1);work_as_trainee(end,1);n7_days(1)",False,process_22.bpmn,legality_large_false
conformance,373,"start_event(1);acquire(1, main_process);enter_necessary_data(start,1);enter_necessary_data(end,1,no);confirm_application(start,1);confirm_application(end,1)",True,process_22.bpmn,conformance_small_true
conformance,374,"start_event(1);acquire(1, main_process);enter_additional_data(start,1);enter_additional_data(end,1);enter_necessary_data(start,1);enter_necessary_data(end,1,yes)",False,process_22.bpmn,conformance_small_false
conformance,375,"start_event(1);acquire(1, main_process);enter_necessary_data(start,1);enter_necessary_data(end,1,yes);enter_additional_data(start,1);enter_additional_data(end,1);confirm_application(start,1);confirm_application(end,1);receive_offer(1);all_other_offers_are_set_invalid(start,1);all_other_offers_are_set_invalid(end,1);work_as_trainee(start,1);work_as_trainee(end,1)",True,process_22.bpmn,conformance_large_true
conformance,376,"start_event(1);acquire(1, main_process);confirm_application(start,1);confirm_application(end,1);enter_necessary_data(start,1);enter_necessary_data(end,1,no);receive_offer(1);all_other_offers_are_set_invalid(start,1);all_other_offers_are_set_invalid(end,1);work_as_trainee(start,1);work_as_trainee(end,1);n7_days(1)",False,process_22.bpmn,conformance_large_false
legality,377,"start_event(1);write_application(start,1);write_application(end,1)",True,process_4.bpmn,legality_small_true
legality,378,"start_event(1);application_confirmation(start,1);application_confirmation(end,1)",False,process_4.bpmn,legality_small_false
legality,379,"start_event(1);write_application(start,1);write_application(end,1);application_confirmation(start,1);application_confirmation(end,1);report_application(start,1);report_application(end,1);abbplication_rating(start,1);abbplication_rating(end,1)",True,process_4.bpmn,legality_large_true
legality,380,"start_event(1);application_confirmation(start,1);application_confirmation(end,1);write_application(start,1);write_application(end,1);abbplication_rating(start,1);abbplication_rating(end,1);application_processing(start,1);application_processing(end,1,interview offered)",False,process_4.bpmn,legality_large_false
conformance,381,"start_event(1);acquire(1, main_process);write_application(start,1);write_application(end,1)",True,process_4.bpmn,conformance_small_true
conformance,382,"start_event(1);acquire(1, main_process);application_confirmation(start,1);application_confirmation(end,1)",False,process_4.bpmn,conformance_small_false
conformance,383,"start_event(1);acquire(1, main_process);write_application(start,1);write_application(end,1);application_confirmation(start,1);application_confirmation(end,1);report_application(start,1);report_application(end,1);abbplication_rating(start,1);abbplication_rating(end,1)",True,process_4.bpmn,conformance_large_true
conformance,384,"start_event(1);acquire(1, main_process);application_confirmation(start,1);application_confirmation(end,1);write_application(start,1);write_application(end,1);report_application(start,1);report_application(end,1)",False,process_4.bpmn,conformance_large_false
legality,385,start_event(1),True,process_24.bpmn,legality_small_true
legality,386,"start_event(1);present_offers(start,1);present_offers(end,1,accept);enter_topic_salary_expectations_experience_and_hobbies_(start,1);enter_topic_salary_expectations_experience_and_hobbies_(end,1)",False,process_24.bpmn,legality_small_false
legality,387,"start_event(1);enter_topic_salary_expectations_experience_and_hobbies_(start,1);enter_topic_salary_expectations_experience_and_hobbies_(end,1);present_offers(start,1);present_offers(end,1,accept);invalidate_other_offers(start,1);invalidate_other_offers(end,1);receive_status_update_about_internship(start,1);receive_status_update_about_internship(end,1);write_status_update_about_trainee(start,1);write_status_update_about_trainee(end,1)",True,process_24.bpmn,legality_large_true
legality,388,"start_event(1);present_offers(start,1);present_offers(end,1,accept);enter_topic_salary_expectations_experience_and_hobbies_(start,1);enter_topic_salary_expectations_experience_and_hobbies_(end,1)",False,process_24.bpmn,legality_large_false
conformance,389,"start_event(1);acquire(1, main_process);enter_topic_salary_expectations_experience_and_hobbies_(start,1);enter_topic_salary_expectations_experience_and_hobbies_(end,1);present_offers(start,1);present_offers(end,1,accept)",True,process_24.bpmn,conformance_small_true
conformance,390,"start_event(1);acquire(1, main_process);present_offers(start,1);present_offers(end,1,accept);enter_topic_salary_expectations_experience_and_hobbies_(start,1);enter_topic_salary_expectations_experience_and_hobbies_(end,1)",False,process_24.bpmn,conformance_small_false
conformance,391,"start_event(1);acquire(1, main_process);enter_topic_salary_expectations_experience_and_hobbies_(start,1);enter_topic_salary_expectations_experience_and_hobbies_(end,1);present_offers(start,1);present_offers(end,1,accept)",True,process_24.bpmn,conformance_large_true
conformance,392,"start_event(1);acquire(1, main_process);present_offers(start,1);present_offers(end,1,accept);enter_topic_salary_expectations_experience_and_hobbies_(start,1);enter_topic_salary_expectations_experience_and_hobbies_(end,1);invalidate_other_offers(start,1);invalidate_other_offers(end,1);receive_status_update_about_internship(start,1);receive_status_update_about_internship(end,1);write_status_update_about_trainee(start,1);write_status_update_about_trainee(end,1)",False,process_24.bpmn,conformance_large_false
legality,393,"seeking_for_a_job(1);beginning_of_a_quarter(1);report_applications_(start,1);report_applications_(end,1)",True,process_5.bpmn,legality_small_true
legality,394,"seeking_for_a_job(1);report_applications_(start,1);report_applications_(end,1);beginning_of_a_quarter(1)",False,process_5.bpmn,legality_small_false
legality,395,"seeking_for_a_job(1);beginning_of_a_quarter(1);report_applications_(start,1);report_applications_(end,1);receive_potential_job_offers(start,1);receive_potential_job_offers(end,1);apply_for_jobs(start,1);apply_for_jobs(end,1)",True,process_5.bpmn,legality_large_true
legality,396,"seeking_for_a_job(1);report_applications_(start,1);report_applications_(end,1);beginning_of_a_quarter(1);receive_potential_job_offers(start,1);receive_potential_job_offers(end,1);apply_for_jobs(start,1);apply_for_jobs(end,1);receive_confirmation_for_application(start,1);receive_confirmation_for_application(end,1)",False,process_5.bpmn,legality_large_false
conformance,397,"seeking_for_a_job(1);acquire(1, main_process);beginning_of_a_quarter(1);report_applications_(start,1);report_applications_(end,1)",True,process_5.bpmn,conformance_small_true
conformance,398,"seeking_for_a_job(1);acquire(1, main_process);report_applications_(start,1);report_applications_(end,1);beginning_of_a_quarter(1)",False,process_5.bpmn,conformance_small_false
conformance,399,"seeking_for_a_job(1);acquire(1, main_process);beginning_of_a_quarter(1);report_applications_(start,1);report_applications_(end,1);receive_potential_job_offers(start,1);receive_potential_job_offers(end,1);apply_for_jobs(start,1);apply_for_jobs(end,1);receive_confirmation_for_application(start,1);receive_confirmation_for_application(end,1)",True,process_5.bpmn,conformance_large_true
conformance,400,"seeking_for_a_job(1);acquire(1, main_process);report_applications_(start,1);report_applications_(end,1);beginning_of_a_quarter(1);receive_potential_job_offers(start,1);receive_potential_job_offers(end,1);apply_for_jobs(start,1);apply_for_jobs(end,1);receive_confirmation_for_application(start,1);receive_confirmation_for_application(end,1)",False,process_5.bpmn,conformance_large_false
legality,401,"use_online_character_generator_(1);check_if_battlenet_account_account_existing(start,1);check_if_battlenet_account_account_existing(end,1,yes);system_checks_if_battlenet_account_active_and_working(start,1);system_checks_if_battlenet_account_active_and_working(end,1);check_if_active_wow_subscription_existing(start,1);check_if_active_wow_subscription_existing(end,1,no)",True,process_36.bpmn,legality_small_true
legality,402,"use_online_character_generator_(1);enter_account_information_(start,1);enter_account_information_(end,1);check_if_battlenet_account_account_existing(start,1);check_if_battlenet_account_account_existing(end,1,no);generate_and_send_email_(start,1);generate_and_send_email_(end,1)",False,process_36.bpmn,legality_small_false
legality,403,"use_online_character_generator_(1);check_if_battlenet_account_account_existing(start,1);check_if_battlenet_account_account_existing(end,1,yes);system_checks_if_battlenet_account_active_and_working(start,1);system_checks_if_battlenet_account_active_and_working(end,1);check_if_active_wow_subscription_existing(start,1);check_if_active_wow_subscription_existing(end,1,no);select_pament_method(start,1);select_pament_method(end,1);enter_iban_and_bic_numbers(start,1);enter_iban_and_bic_numbers(end,1);payment_is_suffiecient_and_confirmed_(start,1);payment_is_suffiecient_and_confirmed_(end,1);log_into_the_game_(start,1);log_into_the_game_(end,1)",True,process_36.bpmn,legality_large_true
legality,404,"use_online_character_generator_(1);enter_account_information_(start,1);enter_account_information_(end,1);check_if_battlenet_account_account_existing(start,1);check_if_battlenet_account_account_existing(end,1,no);generate_and_send_email_(start,1);generate_and_send_email_(end,1);open_email_and_click_battlenet_registration_link(start,1);open_email_and_click_battlenet_registration_link(end,1);check_if_active_wow_subscription_existing(start,1);check_if_active_wow_subscription_existing(end,1,no);select_pament_method(start,1);select_pament_method(end,1);enter_credit_card_inforamtion(start,1);enter_credit_card_inforamtion(end,1);payment_is_suffiecient_and_confirmed_(start,1);payment_is_suffiecient_and_confirmed_(end,1)",False,process_36.bpmn,legality_large_false
conformance,405,"use_online_character_generator_(1);acquire(1, main_process);check_if_battlenet_account_account_existing(start,1);check_if_battlenet_account_account_existing(end,1,no);enter_account_information_(start,1);enter_account_information_(end,1);generate_and_send_email_(start,1);generate_and_send_email_(end,1)",True,process_36.bpmn,conformance_small_true
conformance,406,"use_online_character_generator_(1);acquire(1, main_process);system_checks_if_battlenet_account_active_and_working(start,1);system_checks_if_battlenet_account_active_and_working(end,1);check_if_battlenet_account_account_existing(start,1);check_if_battlenet_account_account_existing(end,1,yes)",False,process_36.bpmn,conformance_small_false
conformance,407,"use_online_character_generator_(1);acquire(1, main_process);check_if_battlenet_account_account_existing(start,1);check_if_battlenet_account_account_existing(end,1,yes);system_checks_if_battlenet_account_active_and_working(start,1);system_checks_if_battlenet_account_active_and_working(end,1);check_if_active_wow_subscription_existing(start,1);check_if_active_wow_subscription_existing(end,1,no);select_pament_method(start,1);select_pament_method(end,1);enter_credit_card_inforamtion(start,1);enter_credit_card_inforamtion(end,1);payment_is_suffiecient_and_confirmed_(start,1);payment_is_suffiecient_and_confirmed_(end,1);log_into_the_game_(start,1);log_into_the_game_(end,1)",True,process_36.bpmn,conformance_large_true
conformance,408,"use_online_character_generator_(1);acquire(1, main_process);enter_account_information_(start,1);enter_account_information_(end,1);check_if_battlenet_account_account_existing(start,1);check_if_battlenet_account_account_existing(end,1,no);generate_and_send_email_(start,1);generate_and_send_email_(end,1);open_email_and_click_battlenet_registration_link(start,1);open_email_and_click_battlenet_registration_link(end,1);check_if_active_wow_subscription_existing(start,1);check_if_active_wow_subscription_existing(end,1,yes);system_checks_if_wow_account_active_and_working(start,1);system_checks_if_wow_account_active_and_working(end,1);log_into_the_game_(start,1);log_into_the_game_(end,1)",False,process_36.bpmn,conformance_large_false
legality,409,"incident_happens(1);start_assesment_tool(start,1);start_assesment_tool(end,1);tool_starts(start,1);tool_starts(end,1)",True,process_16.bpmn,legality_small_true
legality,410,"incident_happens(1);tool_starts(start,1);tool_starts(end,1);start_assesment_tool(start,1);start_assesment_tool(end,1)",False,process_16.bpmn,legality_small_false
legality,411,"incident_happens(1);start_assesment_tool(start,1);start_assesment_tool(end,1);tool_starts(start,1);tool_starts(end,1);enter_incident_type(start,1);enter_incident_type(end,1);almost_accident(start,1);almost_accident(end,1);further_specify_incident(start,1);further_specify_incident(end,1,no)",True,process_16.bpmn,legality_large_true
legality,412,"incident_happens(1);tool_starts(start,1);tool_starts(end,1);start_assesment_tool(start,1);start_assesment_tool(end,1);enter_incident_type(start,1);enter_incident_type(end,1);accident(start,1);accident(end,1)",False,process_16.bpmn,legality_large_false
conformance,413,"incident_happens(1);acquire(1, main_process);start_assesment_tool(start,1);start_assesment_tool(end,1);tool_starts(start,1);tool_starts(end,1)",True,process_16.bpmn,conformance_small_true
conformance,414,"incident_happens(1);acquire(1, main_process);tool_starts(start,1);tool_starts(end,1)",False,process_16.bpmn,conformance_small_false
conformance,415,"incident_happens(1);acquire(1, main_process);start_assesment_tool(start,1);start_assesment_tool(end,1);tool_starts(start,1);tool_starts(end,1);enter_incident_type(start,1);enter_incident_type(end,1);accident(start,1);accident(end,1)",True,process_16.bpmn,conformance_large_true
conformance,416,"incident_happens(1);acquire(1, main_process);tool_starts(start,1);tool_starts(end,1);start_assesment_tool(start,1);start_assesment_tool(end,1);enter_incident_type(start,1);enter_incident_type(end,1);accident(start,1);accident(end,1);further_specify_incident(start,1);further_specify_incident(end,1,no)",False,process_16.bpmn,conformance_large_false
legality,417,"start_repair_process(1);entering_the_model_and_the_defect(start,1);entering_the_model_and_the_defect(end,1)",True,process_69.bpmn,legality_small_true
legality,418,start_repair_process(1);receiving_list_of_requirements(1),False,process_69.bpmn,legality_small_false
legality,419,"start_repair_process(1);entering_the_model_and_the_defect(start,1);entering_the_model_and_the_defect(end,1);receiving_list_of_requirements(1);contact_friends_(start,1);contact_friends_(end,1,has requirements);buy_borrow_requirements_from_friends(start,1);buy_borrow_requirements_from_friends(end,1)",True,process_69.bpmn,legality_large_true
legality,420,"start_repair_process(1);receiving_list_of_requirements(1);entering_the_model_and_the_defect(start,1);entering_the_model_and_the_defect(end,1);everything_available_(start,1);everything_available_(end,1)",False,process_69.bpmn,legality_large_false
conformance,421,"start_repair_process(1);acquire(1, main_process);entering_the_model_and_the_defect(start,1);entering_the_model_and_the_defect(end,1)",True,process_69.bpmn,conformance_small_true
conformance,422,"start_repair_process(1);acquire(1, main_process);receiving_list_of_requirements(1)",False,process_69.bpmn,conformance_small_false
conformance,423,"start_repair_process(1);acquire(1, main_process);entering_the_model_and_the_defect(start,1);entering_the_model_and_the_defect(end,1);receiving_list_of_requirements(1);contact_friends_(start,1);contact_friends_(end,1,no);nothing_available(start,1);nothing_available(end,1)",True,process_69.bpmn,conformance_large_true
conformance,424,"start_repair_process(1);acquire(1, main_process);receiving_list_of_requirements(1);entering_the_model_and_the_defect(start,1);entering_the_model_and_the_defect(end,1);everything_available_(start,1);everything_available_(end,1)",False,process_69.bpmn,conformance_large_false
legality,425,"parts_needed(1);start_webshop_crawler(start,1);start_webshop_crawler(end,1);startup__load_interface(start,1);startup__load_interface(end,1);enter_needed_part_into_list(start,1);enter_needed_part_into_list(end,1);search_for_part(start,1);search_for_part(end,1)",True,process_59.bpmn,legality_small_true
legality,426,"parts_needed(1);startup__load_interface(start,1);startup__load_interface(end,1);start_webshop_crawler(start,1);start_webshop_crawler(end,1);enter_needed_part_into_list(start,1);enter_needed_part_into_list(end,1);search_for_part(start,1);search_for_part(end,1)",False,process_59.bpmn,legality_small_false
legality,427,"parts_needed(1);start_webshop_crawler(start,1);start_webshop_crawler(end,1);startup__load_interface(start,1);startup__load_interface(end,1);enter_needed_part_into_list(start,1);enter_needed_part_into_list(end,1);search_for_part(start,1);search_for_part(end,1);search_for_part_in_webshop(start,1);search_for_part_in_webshop(end,1);check_delivery_time(start,1);check_delivery_time(end,1);check_quantity(start,1);check_quantity(end,1);check_availability(start,1);check_availability(end,1);save_result_to_list(start,1);save_result_to_list(end,1,no);select_offer_type_cheapest_fastest(start,1);select_offer_type_cheapest_fastest(end,1,yes)",True,process_59.bpmn,legality_large_true
legality,428,"parts_needed(1);startup__load_interface(start,1);startup__load_interface(end,1);start_webshop_crawler(start,1);start_webshop_crawler(end,1);enter_needed_part_into_list(start,1);enter_needed_part_into_list(end,1);search_for_part(start,1);search_for_part(end,1);search_for_part_in_webshop(start,1);search_for_part_in_webshop(end,1);check_delivery_time(start,1);check_delivery_time(end,1);check_quantity(start,1);check_quantity(end,1);check_availability(start,1);check_availability(end,1);save_result_to_list(start,1);save_result_to_list(end,1,no);select_offer_type_cheapest_fastest(start,1);select_offer_type_cheapest_fastest(end,1,no)",False,process_59.bpmn,legality_large_false
conformance,429,"parts_needed(1);acquire(1, main_process);start_webshop_crawler(start,1);start_webshop_crawler(end,1);startup__load_interface(start,1);startup__load_interface(end,1);enter_needed_part_into_list(start,1);enter_needed_part_into_list(end,1);search_for_part(start,1);search_for_part(end,1)",True,process_59.bpmn,conformance_small_true
conformance,430,"parts_needed(1);acquire(1, main_process);startup__load_interface(start,1);startup__load_interface(end,1);start_webshop_crawler(start,1);start_webshop_crawler(end,1);enter_needed_part_into_list(start,1);enter_needed_part_into_list(end,1);search_for_part(start,1);search_for_part(end,1)",False,process_59.bpmn,conformance_small_false
conformance,431,"parts_needed(1);acquire(1, main_process);start_webshop_crawler(start,1);start_webshop_crawler(end,1);startup__load_interface(start,1);startup__load_interface(end,1);enter_needed_part_into_list(start,1);enter_needed_part_into_list(end,1);search_for_part(start,1);search_for_part(end,1);search_for_part_in_webshop(start,1);search_for_part_in_webshop(end,1);check_delivery_time(start,1);check_delivery_time(end,1);check_quantity(start,1);check_quantity(end,1);check_availability(start,1);check_availability(end,1);save_result_to_list(start,1);save_result_to_list(end,1,no);select_offer_type_cheapest_fastest(start,1);select_offer_type_cheapest_fastest(end,1,yes)",True,process_59.bpmn,conformance_large_true
conformance,432,"parts_needed(1);acquire(1, main_process);startup__load_interface(start,1);startup__load_interface(end,1);start_webshop_crawler(start,1);start_webshop_crawler(end,1);enter_needed_part_into_list(start,1);enter_needed_part_into_list(end,1);search_for_part(start,1);search_for_part(end,1);search_for_part_in_webshop(start,1);search_for_part_in_webshop(end,1);check_delivery_time(start,1);check_delivery_time(end,1);check_quantity(start,1);check_quantity(end,1);check_availability(start,1);check_availability(end,1);save_result_to_list(start,1);save_result_to_list(end,1,no);select_offer_type_cheapest_fastest(start,1);select_offer_type_cheapest_fastest(end,1,no)",False,process_59.bpmn,conformance_large_false
legality,433,"process_started(1);select_a_starting_block_(start,1);select_a_starting_block_(end,1);start_vnr_app_(start,1);start_vnr_app_(end,1)",True,process_102.bpmn,legality_small_true
legality,434,"process_started(1);start_vnr_app_(start,1);start_vnr_app_(end,1);select_a_starting_block_(start,1);select_a_starting_block_(end,1)",False,process_102.bpmn,legality_small_false
legality,435,"process_started(1);select_a_starting_block_(start,1);select_a_starting_block_(end,1);start_vnr_app_(start,1);start_vnr_app_(end,1);measure_the_time(start,1);measure_the_time(end,1);run_5_km_(start,1);run_5_km_(end,1);check_the_time(start,1);check_the_time(end,1,yes);starting_number_received(start,1);starting_number_received(end,1)",True,process_102.bpmn,legality_large_true
legality,436,"process_started(1);start_vnr_app_(start,1);start_vnr_app_(end,1);select_a_starting_block_(start,1);select_a_starting_block_(end,1);measure_the_time(start,1);measure_the_time(end,1);run_5_km_(start,1);run_5_km_(end,1);check_the_time(start,1);check_the_time(end,1,yes);starting_number_received(start,1);starting_number_received(end,1)",False,process_102.bpmn,legality_large_false
conformance,437,"process_started(1);acquire(1, main_process);select_a_starting_block_(start,1);select_a_starting_block_(end,1);start_vnr_app_(start,1);start_vnr_app_(end,1)",True,process_102.bpmn,conformance_small_true
conformance,438,"process_started(1);acquire(1, main_process);start_vnr_app_(start,1);start_vnr_app_(end,1);select_a_starting_block_(start,1);select_a_starting_block_(end,1)",False,process_102.bpmn,conformance_small_false
conformance,439,"process_started(1);acquire(1, main_process);select_a_starting_block_(start,1);select_a_starting_block_(end,1);start_vnr_app_(start,1);start_vnr_app_(end,1);measure_the_time(start,1);measure_the_time(end,1);run_5_km_(start,1);run_5_km_(end,1);check_the_time(start,1);check_the_time(end,1,yes);starting_number_received(start,1);starting_number_received(end,1)",True,process_102.bpmn,conformance_large_true
conformance,440,"process_started(1);acquire(1, main_process);start_vnr_app_(start,1);start_vnr_app_(end,1);select_a_starting_block_(start,1);select_a_starting_block_(end,1);measure_the_time(start,1);measure_the_time(end,1);run_5_km_(start,1);run_5_km_(end,1);check_the_time(start,1);check_the_time(end,1,yes);starting_number_received(start,1);starting_number_received(end,1)",False,process_102.bpmn,conformance_large_false
legality,441,"successful_service(1);do_new_service(start,1);do_new_service(end,1,yes);notify_policeman(start,1);notify_policeman(end,1,yes)",True,process_85.bpmn,legality_small_true
legality,442,successful_service(1),False,process_85.bpmn,legality_small_false
legality,443,"successful_service(1);do_new_service(start,1);do_new_service(end,1,yes);notify_policeman(start,1);notify_policeman(end,1,no);n30_days(1);get_fee(start,1);get_fee(end,1);go_to_car_service_facility(start,1);go_to_car_service_facility(end,1);wait_for_the_car(start,1);wait_for_the_car(end,1)",True,process_85.bpmn,legality_large_true
legality,444,"successful_service(1);notify_policeman(start,1);notify_policeman(end,1,yes);do_new_service(start,1);do_new_service(end,1,yes);go_to_car_service_facility(start,1);go_to_car_service_facility(end,1);wait_for_the_car(start,1);wait_for_the_car(end,1);n1_day(1)",False,process_85.bpmn,legality_large_false
conformance,445,"successful_service(1);acquire(1, main_process)",True,process_85.bpmn,conformance_small_true
conformance,446,"successful_service(1);acquire(1, main_process);notify_policeman(start,1);notify_policeman(end,1,no);do_new_service(start,1);do_new_service(end,1,yes)",False,process_85.bpmn,conformance_small_false
conformance,447,"successful_service(1);acquire(1, main_process);do_new_service(start,1);do_new_service(end,1,yes);notify_policeman(start,1);notify_policeman(end,1,yes);go_to_car_service_facility(start,1);go_to_car_service_facility(end,1);wait_for_the_car(start,1);wait_for_the_car(end,1);n1_day(1)",True,process_85.bpmn,conformance_large_true
conformance,448,"successful_service(1);acquire(1, main_process)",False,process_85.bpmn,conformance_large_false
legality,449,"start(1);prepare_some_sketches(start,1);prepare_some_sketches(end,1);send_sketches_to_the_artist(start,1);send_sketches_to_the_artist(end,1);tell_reuired_changes(start,1);tell_reuired_changes(end,1)",True,process_44.bpmn,legality_small_true
legality,450,"start(1);send_sketches_to_the_artist(start,1);send_sketches_to_the_artist(end,1);prepare_some_sketches(start,1);prepare_some_sketches(end,1)",False,process_44.bpmn,legality_small_false
legality,451,"start(1);prepare_some_sketches(start,1);prepare_some_sketches(end,1);send_sketches_to_the_artist(start,1);send_sketches_to_the_artist(end,1);tell_reuired_changes(start,1);tell_reuired_changes(end,1);receive_the_result_stl(start,1);receive_the_result_stl(end,1);check_the_result(start,1);check_the_result(end,1);choose_plastic_color(start,1);choose_plastic_color(end,1)",True,process_44.bpmn,legality_large_true
legality,452,"start(1);send_sketches_to_the_artist(start,1);send_sketches_to_the_artist(end,1);prepare_some_sketches(start,1);prepare_some_sketches(end,1);tell_reuired_changes(start,1);tell_reuired_changes(end,1);receive_the_result_stl(start,1);receive_the_result_stl(end,1);check_the_result(start,1);check_the_result(end,1);choose_plastic_color(start,1);choose_plastic_color(end,1);check_availability(start,1);check_availability(end,1,no)",False,process_44.bpmn,legality_large_false
conformance,453,"start(1);acquire(1, main_process);prepare_some_sketches(start,1);prepare_some_sketches(end,1);send_sketches_to_the_artist(start,1);send_sketches_to_the_artist(end,1)",True,process_44.bpmn,conformance_small_true
conformance,454,"start(1);acquire(1, main_process);send_sketches_to_the_artist(start,1);send_sketches_to_the_artist(end,1);prepare_some_sketches(start,1);prepare_some_sketches(end,1)",False,process_44.bpmn,conformance_small_false
conformance,455,"start(1);acquire(1, main_process);prepare_some_sketches(start,1);prepare_some_sketches(end,1);send_sketches_to_the_artist(start,1);send_sketches_to_the_artist(end,1);tell_reuired_changes(start,1);tell_reuired_changes(end,1);receive_the_result_stl(start,1);receive_the_result_stl(end,1);check_the_result(start,1);check_the_result(end,1);choose_plastic_color(start,1);choose_plastic_color(end,1);check_availability(start,1);check_availability(end,1,no)",True,process_44.bpmn,conformance_large_true
conformance,456,"start(1);acquire(1, main_process);send_sketches_to_the_artist(start,1);send_sketches_to_the_artist(end,1);prepare_some_sketches(start,1);prepare_some_sketches(end,1);tell_reuired_changes(start,1);tell_reuired_changes(end,1);receive_the_result_stl(start,1);receive_the_result_stl(end,1);check_the_result(start,1);check_the_result(end,1);choose_plastic_color(start,1);choose_plastic_color(end,1)",False,process_44.bpmn,conformance_large_false
legality,457,"order_received(1);define_requirements(start,1);define_requirements(end,1,no)",True,process_52.bpmn,legality_small_true
legality,458,"order_received(1);design_individual_parts(start,1);design_individual_parts(end,1)",False,process_52.bpmn,legality_small_false
legality,459,"order_received(1);define_requirements(start,1);define_requirements(end,1,yes);order_parts(start,1);order_parts(end,1);assemble_plane(start,1);assemble_plane(end,1);make_test_flight(start,1);make_test_flight(end,1)",True,process_52.bpmn,legality_large_true
